"type","generator","copyright","timestamp","features__type","features__properties__@id","features__properties__created_by","features__properties__leisure","features__geometry__type","features__geometry__coordinates__001","features__geometry__coordinates__002","features__id","features__properties__access","features__properties__name","features__properties__operator","features__properties__layer","features__properties__source","features__properties__natural","features__properties__tourism","features__properties__amenity","features__properties__website","features__properties__equipment","features__properties__shade","features__properties__wheelchair","features__properties__addr:city","features__properties__addr:housenumber","features__properties__addr:postcode","features__properties__addr:street","features__properties__phone","features__properties__opening_hours","features__properties__wikidata","features__properties__wikipedia","features__properties__name:en","features__properties__surface","features__properties__playground:theme","features__properties__addr:province","features__properties__description","features__properties__fee","features__properties__indoor"
"","","","","Feature","node/4822542945","","playground","Point","145.2131358","-37.8611612","node/4822542945","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4854743244","","playground","Point","145.063654","-37.8001979","node/4854743244","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4882812520","","playground","Point","145.066868","-37.8049097","node/4882812520","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4887688821","","playground","Point","144.941369","-37.8229719","node/4887688821","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4889626251","","playground","Point","145.0964668","-37.8050824","node/4889626251","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4893103183","","playground","Point","144.8463559","-37.8344128","node/4893103183","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4893192421","","playground","Point","144.962725","-37.8537378","node/4893192421","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4935559704","","playground","Point","145.045384","-37.7894549","node/4935559704","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/4959292277","","playground","Point","144.9917049","-37.7123417","node/4959292277","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5059667383","","playground","Point","145.18388","-37.9859596","node/5059667383","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5137293742","","playground","Point","145.0225707","-37.9612062","node/5137293742","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5150706935","","playground","Point","145.1040132","-37.7670762","node/5150706935","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5151352322","","playground","Point","145.1040673","-37.7672469","node/5151352322","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5152972930","","playground","Point","145.0916379","-37.7647085","node/5152972930","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5189608668","","playground","Point","144.9365313","-37.8220583","node/5189608668","","","","","","","","","","","","","","","","","","","","","","wood","playground","","","",""
"","","","","Feature","node/5216136576","","playground","Point","145.1744986","-37.9683948","node/5216136576","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5217591472","","playground","Point","145.047098","-37.8207646","node/5217591472","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5217591767","","playground","Point","145.0529822","-37.8196625","node/5217591767","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5224317377","","playground","Point","145.215311","-37.8778577","node/5224317377","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5224317378","","playground","Point","145.2157938","-37.8792147","node/5224317378","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5231919941","","playground","Point","144.9528576","-37.8394371","node/5231919941","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5231920632","","playground","Point","144.9582351","-37.8351942","node/5231920632","yes","Park Towers Reserve","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5313058941","","playground","Point","145.0936031","-37.7399976","node/5313058941","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5315874347","","playground","Point","145.0609323","-37.8059941","node/5315874347","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5315911691","","playground","Point","145.0415588","-37.7973307","node/5315911691","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5315945735","","playground","Point","145.028952","-37.795209","node/5315945735","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5317992332","","playground","Point","145.1424619","-37.8803566","node/5317992332","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5374473307","","playground","Point","145.2627022","-37.7791144","node/5374473307","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5397425785","","playground","Point","145.1408294","-37.9670314","node/5397425785","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5403158670","","playground","Point","145.4013845","-37.8763506","node/5403158670","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5426415323","","playground","Point","144.9518001","-37.7827544","node/5426415323","","Devil's log tunnel","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5457967707","","playground","Point","144.6989097","-37.8834767","node/5457967707","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5488004694","","playground","Point","144.887129","-37.6229796","node/5488004694","","","","","","","","","","","","","Greenvale","","3059","Napoli Circuit","","","","","","ground","","Victoria","","",""
"","","","","Feature","node/5488013060","","playground","Point","144.8775098","-37.6224262","node/5488013060","","Greenvale Gardens Playground","","","","","","","","","","","Greenvale","","3049","Greenvale Gardens Boulevard","","","","","","","","Victoria","","",""
"","","","","Feature","node/5488039117","","playground","Point","144.878646","-37.6290298","node/5488039117","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5488047078","","playground","Point","144.8780477","-37.644759","node/5488047078","","Greenhaven Park Playground","","","","","","","","","","","Greenvale","","3059","Greenhaven Drive","","","","","","","","Victoria","Greenhaven Park Playground","",""
"","","","","Feature","node/5510041529","","playground","Point","144.8713958","-37.6341264","node/5510041529","","Tennis Club Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5519973652","","playground","Point","145.0683611","-37.8774517","node/5519973652","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5521846566","","playground","Point","145.3701571","-37.8871538","node/5521846566","","Bird Feeding Site","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5530429262","","playground","Point","145.2510625","-37.8396903","node/5530429262","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5530429263","","playground","Point","145.2593312","-37.836933","node/5530429263","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5550402745","","playground","Point","144.96755","-37.740659","node/5550402745","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5551652722","","playground","Point","144.9375406","-37.7794614","node/5551652722","","","","","","","","","","","","","","","","","","24/7","","","","","","","","",""
"","","","","Feature","node/5591210079","","playground","Point","145.2096825","-37.9661756","node/5591210079","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5591342369","","playground","Point","145.1756708","-37.7626474","node/5591342369","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5600204058","","playground","Point","144.8326929","-37.7341679","node/5600204058","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5608439683","","playground","Point","145.0500195","-37.8404642","node/5608439683","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5624308591","","playground","Point","144.8750798","-37.849789","node/5624308591","customers","Tumbles Playhouse","","","","","","","","","","","","","","","","","","","","","","","","yes","yes"
"","","","","Feature","node/5641888926","","playground","Point","145.162416","-37.7789009","node/5641888926","yes","Zerbes Reserve","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5650597868","","playground","Point","145.0016913","-37.7420503","node/5650597868","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5703631310","","playground","Point","145.1062681","-37.8295273","node/5703631310","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5704081838","","playground","Point","145.362489","-37.8294002","node/5704081838","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5704081881","","playground","Point","145.3624571","-37.8301422","node/5704081881","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5804165489","","playground","Point","145.1071854","-37.683895","node/5804165489","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5811574551","","playground","Point","145.0293738","-37.7730236","node/5811574551","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5834176295","","playground","Point","145.1383373","-37.6915513","node/5834176295","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5834334491","","playground","Point","145.1375804","-37.6946004","node/5834334491","","St Clems Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5853018443","","playground","Point","144.9052816","-37.5332787","node/5853018443","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5870209596","","playground","Point","145.2026995","-37.9679141","node/5870209596","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5915232893","","playground","Point","145.0365346","-37.7317157","node/5915232893","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5915232917","","playground","Point","144.9984906","-37.7772604","node/5915232917","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5915232942","","playground","Point","145.0185909","-37.767925","node/5915232942","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5917595153","","playground","Point","145.0192052","-37.7575091","node/5917595153","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5950281375","","playground","Point","145.2056654","-37.8095355","node/5950281375","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5970881601","","playground","Point","145.1268806","-37.9360571","node/5970881601","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5970881603","","playground","Point","145.126098","-37.9357166","node/5970881603","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5971989202","","playground","Point","145.0943543","-37.8212399","node/5971989202","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5980542865","","playground","Point","145.3008628","-37.7807937","node/5980542865","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/5980632067","","playground","Point","144.8031971","-37.7448089","node/5980632067","","Alice’s Playspace","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6004368490","","playground","Point","145.1601684","-37.9455033","node/6004368490","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6030943192","","playground","Point","145.0301905","-37.7827422","node/6030943192","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6052126122","","playground","Point","144.89773","-37.5380476","node/6052126122","","Annadale Playground","Annadale","","","","","","","","","","","","","","","","","","","grass","","","","",""
"","","","","Feature","node/6089226529","","playground","Point","144.8503393","-37.7762858","node/6089226529","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6122623068","","playground","Point","145.1386964","-37.8612416","node/6122623068","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6153096860","","playground","Point","145.3549152","-37.9134996","node/6153096860","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6187393732","","playground","Point","145.0497769","-37.7785333","node/6187393732","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6218232098","","playground","Point","145.282121","-37.8146048","node/6218232098","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6228957761","","playground","Point","145.0103588","-37.9478628","node/6228957761","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6228959900","","playground","Point","145.0198858","-37.9519174","node/6228959900","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6239254949","","playground","Point","145.0503236","-37.959101","node/6239254949","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6294562455","","playground","Point","145.0494058","-37.9651694","node/6294562455","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6362886186","","playground","Point","145.1344737","-37.6898022","node/6362886186","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6362886187","","playground","Point","145.1314086","-37.6927753","node/6362886187","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6362886188","","playground","Point","145.1325333","-37.6957834","node/6362886188","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6367791489","","playground","Point","145.0959279","-37.7327259","node/6367791489","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6397351560","","playground","Point","144.7488083","-37.7256813","node/6397351560","yes","","Melton City Council","","","","","","","","","","","","","","","","","","","sand","","","","",""
"","","","","Feature","node/6413540735","","playground","Point","145.1253642","-37.8267232","node/6413540735","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6418569363","","playground","Point","145.3562967","-37.9306594","node/6418569363","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6422406305","","playground","Point","145.1756436","-37.9453572","node/6422406305","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6430906265","","playground","Point","145.1309221","-37.6872039","node/6430906265","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6461045057","","playground","Point","145.1318479","-37.8411933","node/6461045057","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6477079637","","playground","Point","145.2348952","-37.8641697","node/6477079637","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6566721514","","playground","Point","145.1416367","-37.8377977","node/6566721514","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6585839725","","playground","Point","145.333143","-37.9931109","node/6585839725","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6630684242","","playground","Point","145.155824","-37.9973491","node/6630684242","","Tatterson Park Playgorund","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6648896565","","playground","Point","145.0540455","-37.6808091","node/6648896565","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6699795706","","playground","Point","144.9448522","-37.8201077","node/6699795706","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6702327532","","playground","Point","145.0386724","-37.8861322","node/6702327532","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6717762648","","playground","Point","145.0385451","-37.7543487","node/6717762648","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6839352895","","playground","Point","145.2067814","-37.5840473","node/6839352895","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/6978864861","","playground","Point","145.0334157","-37.734111","node/6978864861","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7005871979","","playground","Point","145.3196347","-37.8295081","node/7005871979","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7057464104","","playground","Point","145.0421202","-37.9380506","node/7057464104","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7076726942","","playground","Point","144.9998222","-37.8162751","node/7076726942","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7103670426","","playground","Point","145.3876514","-37.7885812","node/7103670426","customers","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7135745678","","playground","Point","145.0745682","-37.7549767","node/7135745678","","Possum Hollow","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7255187613","","playground","Point","145.1223604","-37.8152328","node/7255187613","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7257776364","","playground","Point","145.1120084","-37.8035218","node/7257776364","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7257794356","","playground","Point","145.1062312","-37.8063976","node/7257794356","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7278668643","","playground","Point","145.2873164","-37.8772273","node/7278668643","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7327250283","","playground","Point","145.1411797","-37.775929","node/7327250283","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7433585367","","playground","Point","144.9397113","-37.760654","node/7433585367","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7509042972","","playground","Point","145.0385093","-37.8702025","node/7509042972","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7550239117","","playground","Point","145.127753","-37.5750186","node/7550239117","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7561733596","","playground","Point","145.3722403","-37.7670925","node/7561733596","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7575111660","","playground","Point","145.1087452","-37.8181418","node/7575111660","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7579082666","","playground","Point","144.9052076","-37.5776221","node/7579082666","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7590755727","","playground","Point","145.0134585","-37.6354174","node/7590755727","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7602431850","","playground","Point","145.2287246","-37.8012277","node/7602431850","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7608416582","","playground","Point","145.0753318","-37.6744831","node/7608416582","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7610944611","","playground","Point","145.2234336","-37.8097525","node/7610944611","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7610944628","","playground","Point","145.2430014","-37.7961881","node/7610944628","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7647736012","","playground","Point","145.3051979","-37.847821","node/7647736012","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7647964935","","playground","Point","145.2595751","-37.9215068","node/7647964935","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7658483937","","playground","Point","145.0949219","-37.817159","node/7658483937","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7675690501","","playground","Point","144.9589475","-37.5466815","node/7675690501","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7676070180","","playground","Point","144.9244576","-37.6039533","node/7676070180","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7676078237","","playground","Point","144.9327275","-37.6351087","node/7676078237","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7676078368","","playground","Point","144.9391953","-37.6132638","node/7676078368","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7682779791","","playground","Point","145.2518906","-37.9989439","node/7682779791","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7684921527","","playground","Point","145.1337071","-37.8252538","node/7684921527","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7698465142","","playground","Point","145.0624269","-37.8401545","node/7698465142","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7701566920","","playground","Point","145.27217","-37.860254","node/7701566920","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7701566970","","playground","Point","145.2787614","-37.8596026","node/7701566970","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7735420717","","playground","Point","145.0738963","-37.8448906","node/7735420717","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7749947625","","playground","Point","145.2445072","-37.7993916","node/7749947625","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7782675764","","playground","Point","145.0309059","-37.8163598","node/7782675764","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7782841848","","playground","Point","144.7045613","-37.5790344","node/7782841848","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7782841880","","playground","Point","144.6995573","-37.57809","node/7782841880","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7782841889","","playground","Point","144.696396","-37.5782439","node/7782841889","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7782841899","","playground","Point","144.6955037","-37.5757447","node/7782841899","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7782841942","","playground","Point","144.7137418","-37.5646109","node/7782841942","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7796273173","","playground","Point","145.3429999","-38.0008683","node/7796273173","","Dalton Reserve Playground","City of Casey","","local knowledge","","","","","","","","","","","","","","","","","","playground","","","",""
"","","","","Feature","node/7799593653","","playground","Point","145.14907","-37.7705813","node/7799593653","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7800659218","","playground","Point","145.1714445","-37.805163","node/7800659218","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7802750118","","playground","Point","145.1533257","-37.8166178","node/7802750118","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7824735796","","playground","Point","145.098172","-37.7920551","node/7824735796","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7838548640","","playground","Point","144.7596674","-37.7137308","node/7838548640","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7841569434","","playground","Point","144.7796506","-37.7547391","node/7841569434","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7843617831","","playground","Point","145.1362157","-37.7050182","node/7843617831","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7844240442","","playground","Point","145.0858841","-37.8156363","node/7844240442","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7883445280","","playground","Point","145.0175585","-37.8702795","node/7883445280","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7888596213","","playground","Point","145.2852724","-37.7668757","node/7888596213","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/7896201222","","playground","Point","145.3323634","-37.785726","node/7896201222","","","","","","","","","","","","","","","","","","","","","","","","","","",""
